NOMBRE_CLIENTE,TIPO_CLIENTE,ID_CLIENTE,EDAD,MIEMBRO_COMUNIDAD
Jerald Lela,ESTUDIANTE,34388,97,T
Marian Tod,EMPLEADO,34389,54,F
Maryjane Janie,PROFESOR,34390,31,F
Lucie Lavina,EMPLEADO,34391,34,T
Lynda Jayne,PROFESOR,34392,22,T
Cannon Willie,EMPLEADO,34393,49,F
Trenton Jewel,EMPLEADO,34394,75,F
Hillary Mayra,PROFESOR,34395,82,F
Jason Luanne,EMPLEADO,34396,32,T
Marian Lucien,EMPLEADO,34397,30,F
Robin Carol,EMPLEADO,34398,96,T
Juliana Charla,EMPLEADO,34399,82,F
Freddie Russel,ESTUDIANTE,34400,57,F
Ava Benton,EMPLEADO,34401,94,T
Nadine Hollie,EMPLEADO,34402,57,F
Brady Kareem,EMPLEADO,34403,41,F
Leonel Andrew,ESTUDIANTE,34404,79,T
Justen Elmo,ESTUDIANTE,34405,21,T
Sherry Amelia,EMPLEADO,34406,47,T
Elyse Beatrice,EMPLEADO,34407,58,T
Marisa Diane,ESTUDIANTE,34408,73,T
Conor Toivo,EMPLEADO,34409,28,T
Kim Beverly,EMPLEADO,34410,55,T
Roderick Katie,PROFESOR,34411,43,F
Delphine Jesica,ESTUDIANTE,34412,66,F
Suzanna Gretchen,ESTUDIANTE,34413,63,T
Ana Margaret,ESTUDIANTE,34414,59,T
Quinton Mitchel,PROFESOR,34415,65,T
Marion Kendall,EMPLEADO,34416,84,T
Louise Mathilde,EMPLEADO,34417,87,T
Lorin Jim,EMPLEADO,34418,65,T
Bella Jewel,PROFESOR,34419,25,F
Herman Emmitt,EMPLEADO,34420,18,T
Chris Finley,ESTUDIANTE,34421,68,T
Dania Matie,PROFESOR,34422,87,F
Max Francine,ESTUDIANTE,34423,89,F
Rubye Logan,PROFESOR,34424,36,F
Virgle Rudy,ESTUDIANTE,34425,24,T
Emilia Oleta,PROFESOR,34426,30,T
Clem Todd,PROFESOR,34427,24,T
Manuel Lena,PROFESOR,34428,42,F
Sam Delilah,PROFESOR,34429,25,F
Vallie Dolly,ESTUDIANTE,34430,33,F
Grayce Sherie,EMPLEADO,34431,34,T
Lorene Kadeem,PROFESOR,34432,45,F
Gearld Jacqueline,ESTUDIANTE,34433,50,F
Guadalupe Dave,EMPLEADO,34434,62,T
Leland Jose,EMPLEADO,34435,74,F
Merwin Marty,EMPLEADO,34436,80,T
Dorian Breanne,EMPLEADO,34437,24,T
Victor Jo,PROFESOR,34438,57,F
Floyd Paul,PROFESOR,34439,62,T
Frank Era,ESTUDIANTE,34440,27,T
Allie Neta,ESTUDIANTE,34441,31,T
Maria Elias,PROFESOR,34442,30,F
Rachael Ann,ESTUDIANTE,34443,32,T
Petra Rosalie,EMPLEADO,34444,73,T
Iva Emma,PROFESOR,34445,71,F
Georgiana Celestia,EMPLEADO,34446,83,T
Classie Rashawn,ESTUDIANTE,34447,26,T
Shirley Loretta,ESTUDIANTE,34448,48,T
Herbert Verle,ESTUDIANTE,34449,25,T
Cori Casper,EMPLEADO,34450,94,T
Cruz Laquita,PROFESOR,34451,60,T
Ambrose Lucian,PROFESOR,34452,53,T
Leamon Kathryne,ESTUDIANTE,34453,23,F
Billy Versie,ESTUDIANTE,34454,36,T
Simon Joseph,EMPLEADO,34455,48,T
Mason Miguel,EMPLEADO,34456,58,T
Martell Sydney,EMPLEADO,34457,61,F
Wilhelmina Hattie,PROFESOR,34458,20,F
Therese Jason,PROFESOR,34459,34,F
Barnett Queen,PROFESOR,34460,61,T
Carri Wilford,ESTUDIANTE,34461,68,F
Jacques Donnie,PROFESOR,34462,85,F
Lorenzo Francisca,ESTUDIANTE,34463,52,T
Kirby Leatrice,ESTUDIANTE,34464,71,F
Donnell Dennie,PROFESOR,34465,98,F
Booker Ivy,PROFESOR,34466,78,F
Myra Rodney,PROFESOR,34467,76,F
Aryan Curt,ESTUDIANTE,34468,82,F
Silas Stella,ESTUDIANTE,34469,43,T
Marilou Scarlett,ESTUDIANTE,34470,89,F
Gaylon Noel,PROFESOR,34471,80,F
Ellis Camilla,PROFESOR,34472,92,F
Felipe Nancy,ESTUDIANTE,34473,36,T
German Rylee,EMPLEADO,34474,24,T
Nadine Vito,PROFESOR,34475,72,F
Edith Henry,PROFESOR,34476,88,F
Judd Mossie,EMPLEADO,34477,89,T
Tana Hermina,PROFESOR,34478,90,T
Jake Mohamed,EMPLEADO,34479,98,T
Claude Amie,PROFESOR,34480,84,F
Wilford Scottie,EMPLEADO,34481,91,T
Adolf Arnold,EMPLEADO,34482,63,F
Matteo Emile,PROFESOR,34483,67,T
Shalonda Alma,PROFESOR,34484,93,T
Carla Juliette,ESTUDIANTE,34485,32,T
Sherry Edna,EMPLEADO,34486,32,T
Maximillian Hannah,EMPLEADO,34487,19,T
Irving Coral,ESTUDIANTE,34488,62,T
Wilburn Myrtie,EMPLEADO,34489,50,F
Andrew Truman,ESTUDIANTE,34490,47,T
Hannah Dagmar,PROFESOR,34491,48,F
Alejandra Connie,ESTUDIANTE,34492,97,F
Harvey Stephen,PROFESOR,34493,21,T
Aldo Tonya,ESTUDIANTE,34494,29,F
Pamela Adelard,EMPLEADO,34495,50,F
Letitia Willis,ESTUDIANTE,34496,27,T
Jasper Woodson,ESTUDIANTE,34497,90,F
Doretha Kayleigh,PROFESOR,34498,82,F
Harriett Sheldon,ESTUDIANTE,34499,59,T
Marlyn Jasmin,PROFESOR,34500,61,F
Marilyn Barry,ESTUDIANTE,34501,29,T
Elwin Carolina,ESTUDIANTE,34502,43,T
Hulda Guadalupe,EMPLEADO,34503,62,T
Ophelia Celeste,PROFESOR,34504,79,T
Semaj Lesly,ESTUDIANTE,34505,96,T
Sherman Reginald,EMPLEADO,34506,32,F
Vida Hyman,PROFESOR,34507,71,F
Lucius Gregory,EMPLEADO,34508,22,T
Rachel Latoya,PROFESOR,34509,35,F
Dee Denice,EMPLEADO,34510,45,T
Katharine Haskell,EMPLEADO,34511,78,T
Jonah Renae,EMPLEADO,34512,63,T
Addie Ashton,EMPLEADO,34513,35,T
Jeanette Marjorie,PROFESOR,34514,80,F
Cecelia Odalys,EMPLEADO,34515,18,T
Louella Kirby,PROFESOR,34516,78,T
Winfield Jayme,ESTUDIANTE,34517,76,T
Margret Ada,PROFESOR,34518,73,T
Anson Dan,PROFESOR,34519,28,T
Leopold Donna,ESTUDIANTE,34520,27,F
Elzie Marshall,PROFESOR,34521,93,T
Maria Irwin,PROFESOR,34522,64,T
Millicent Francis,ESTUDIANTE,34523,92,F
Roxie Cari,ESTUDIANTE,34524,51,F
Verdie Harold,PROFESOR,34525,47,F
Donna Spencer,EMPLEADO,34526,18,F
Woodrow Erwin,PROFESOR,34527,21,T
Raleigh Yvonne,ESTUDIANTE,34528,94,T
Johnny Freddie,ESTUDIANTE,34529,82,T
Estel Asher,EMPLEADO,34530,81,F
Lyle Beryl,EMPLEADO,34531,92,F
Katia Leanna,PROFESOR,34532,56,F
Helena Wilson,EMPLEADO,34533,47,T
Anna Guy,EMPLEADO,34534,66,F
Almeda Joseph,ESTUDIANTE,34535,78,T
Clotilde Towanda,PROFESOR,34536,52,F
Virgie Valeria,EMPLEADO,34537,97,T
Jimmie Gena,EMPLEADO,34538,37,T
Elsie Ulises,EMPLEADO,34539,57,F
Deanna Pinkie,PROFESOR,34540,72,F
Diego Cloyd,EMPLEADO,34541,32,T
Rico Herschel,EMPLEADO,34542,88,F
Derrell Hallie,PROFESOR,34543,76,T
Dylan Clarabelle,PROFESOR,34544,50,F
Eldridge Julio,ESTUDIANTE,34545,18,T
Jamari Keven,PROFESOR,34546,25,F
Emilia Sadie,PROFESOR,34547,22,F
Clifton Adeline,PROFESOR,34548,34,T
Kirt Gerard,EMPLEADO,34549,76,F
Trystan Ramiro,ESTUDIANTE,34550,78,F
Deanne Elijah,ESTUDIANTE,34551,48,T
Rudy Braylon,PROFESOR,34552,46,T
Francesco Adele,EMPLEADO,34553,61,F
Marguerite Annette,PROFESOR,34554,57,F
Ardell Carmine,ESTUDIANTE,34555,42,T
Rigoberto Garrett,ESTUDIANTE,34556,76,T
Grover Silas,EMPLEADO,34557,89,F
Burton Roscoe,PROFESOR,34558,44,F
Myrl Helen,ESTUDIANTE,34559,52,T
Scott Franklyn,EMPLEADO,34560,81,F
Donal Michael,ESTUDIANTE,34561,59,T
Matilda Kurt,PROFESOR,34562,45,F
Chyna Genevieve,ESTUDIANTE,34563,50,F
Jane Drucilla,ESTUDIANTE,34564,76,F
Walter Tabitha,EMPLEADO,34565,69,T
Zackary Jefferey,PROFESOR,34566,53,F
Delilah Shannon,PROFESOR,34567,84,T
Lucia Cecile,ESTUDIANTE,34568,92,F
Ami Alana,ESTUDIANTE,34569,37,T
Rosemarie Jacky,EMPLEADO,34570,35,F
Merrill Franklin,PROFESOR,34571,85,T
Geneva Francis,PROFESOR,34572,92,F
Lina Lionel,ESTUDIANTE,34573,63,T
Horace Creed,EMPLEADO,34574,46,T
Arlen Fumiko,ESTUDIANTE,34575,37,T
Taliyah Lynn,PROFESOR,34576,89,F
Sidney Rosanna,ESTUDIANTE,34577,47,F
Hannah Roman,ESTUDIANTE,34578,47,F
Mariana Janay,EMPLEADO,34579,56,T
Cody Tavares,PROFESOR,34580,44,F
Francine Salvador,EMPLEADO,34581,20,T
Emogene Rosamond,EMPLEADO,34582,32,F
Olen Karin,EMPLEADO,34583,72,T
Wayne Millard,PROFESOR,34584,41,T
Ryan Houston,EMPLEADO,34585,85,F
Cary Aileen,EMPLEADO,34586,64,F
Shirley Myrtis,ESTUDIANTE,34587,38,T
Leonardo Roderick,EMPLEADO,34588,23,F
Max Jonas,ESTUDIANTE,34589,23,F
Galen Lessie,PROFESOR,34590,96,T
Patrick Alexandria,PROFESOR,34591,69,F
Iola Kara,PROFESOR,34592,29,F
Britt Suzanne,ESTUDIANTE,34593,67,F
Bernita Edrie,ESTUDIANTE,34594,35,F
Bella Elyse,EMPLEADO,34595,53,F
Kendall May,PROFESOR,34596,92,F
Anna Cathrine,ESTUDIANTE,34597,67,T
Ernie Lilly,EMPLEADO,34598,50,T
Matthew Boyce,EMPLEADO,34599,57,F
Ronald Reta,EMPLEADO,34600,26,T
Maudie Kaydence,EMPLEADO,34601,69,F
Dillan Eloisa,EMPLEADO,34602,75,T
Lavina Allie,EMPLEADO,34603,43,T
Marcus Catalina,ESTUDIANTE,34604,87,T
Stewart Vella,ESTUDIANTE,34605,21,F
Loy Wendell,ESTUDIANTE,34606,19,F
Gilbert Ernest,ESTUDIANTE,34607,79,T
Erma Bailey,ESTUDIANTE,34608,85,T
Lyndsay Kristina,PROFESOR,34609,45,F
Jessie Leanna,EMPLEADO,34610,49,T
Kimberly Ned,PROFESOR,34611,18,F
Emory Isadore,PROFESOR,34612,52,F
Ludie Shelby,EMPLEADO,34613,58,F
Amir Pat,EMPLEADO,34614,93,T
Wendy Tawanna,EMPLEADO,34615,80,T
Michelle Magdalen,PROFESOR,34616,91,T
Joseph Larry,ESTUDIANTE,34617,30,F
Phil Sherrill,EMPLEADO,34618,72,T
Oscar Renee,PROFESOR,34619,72,T
Young Silvia,PROFESOR,34620,58,T
Amarion Edgar,EMPLEADO,34621,74,T
Sally Lavern,ESTUDIANTE,34622,63,F
Elenora Vinnie,ESTUDIANTE,34623,86,F
Eleanor Corinne,EMPLEADO,34624,23,T
Vida Claire,EMPLEADO,34625,53,F
Elliott Breanne,EMPLEADO,34626,84,T
Katrina Junius,EMPLEADO,34627,47,T
Dayna Margaret,PROFESOR,34628,96,T
Sharonda Stephen,EMPLEADO,34629,99,F
Arnold Darline,ESTUDIANTE,34630,55,F
Eliseo Jerry,PROFESOR,34631,75,F
Khalil August,PROFESOR,34632,52,T
Adrianne Gilbert,ESTUDIANTE,34633,89,T
Glen Georgene,EMPLEADO,34634,24,T
Hilda Dominque,ESTUDIANTE,34635,90,F
Gene Estel,ESTUDIANTE,34636,95,T
Abby India,PROFESOR,34637,31,F
Bulah Sal,PROFESOR,34638,44,T
Darius Matthew,ESTUDIANTE,34639,99,T
Francis Kimberlee,ESTUDIANTE,34640,71,T
Trey Janelle,PROFESOR,34641,62,F
Craig Roderick,ESTUDIANTE,34642,85,T
Izetta Fredrick,EMPLEADO,34643,39,F
Aubrey Mitchel,ESTUDIANTE,34644,45,T
Tobe Christie,PROFESOR,34645,80,T
Martina Robb,EMPLEADO,34646,58,F
Walker Bryanna,EMPLEADO,34647,55,T
Bart Leslee,PROFESOR,34648,42,T
Zula Scot,ESTUDIANTE,34649,45,F
Harry Merlin,EMPLEADO,34650,18,T
Ronny Roy,EMPLEADO,34651,42,T
Reese Rylan,PROFESOR,34652,35,T
Major Agatha,EMPLEADO,34653,35,T
Kendall Shelby,PROFESOR,34654,54,F
Johnie Hillard,PROFESOR,34655,95,F
Teddy Gearldine,ESTUDIANTE,34656,40,T
Errol Andres,EMPLEADO,34657,62,T
Roseann Cris,PROFESOR,34658,69,T
Delia Jody,PROFESOR,34659,75,T
Saul Jerrell,ESTUDIANTE,34660,83,T
Liza Pamala,PROFESOR,34661,88,T
Terrance Grover,PROFESOR,34662,80,T
Dwain Miller,EMPLEADO,34663,76,T
Perla Theron,EMPLEADO,34664,46,T
Jon Seth,ESTUDIANTE,34665,35,F
Katharine George,PROFESOR,34666,69,T
Yael Weston,EMPLEADO,34667,57,T
Alene Jacoby,EMPLEADO,34668,58,T
Connie Vernon,PROFESOR,34669,60,F
Estel Albertha,EMPLEADO,34670,21,T
Adrian Dereck,EMPLEADO,34671,81,T
Frederic Trudy,PROFESOR,34672,23,T
Alex Gerald,ESTUDIANTE,34673,55,T
Juanita Vern,PROFESOR,34674,22,T
Mark Dana,PROFESOR,34675,35,F
Mattie Diego,PROFESOR,34676,40,F
Willis Anthony,ESTUDIANTE,34677,66,F
Ethelyn Andrew,PROFESOR,34678,83,T
Burl Jaheim,ESTUDIANTE,34679,49,F
Mable Selina,PROFESOR,34680,95,T
Lorenzo Lucille,EMPLEADO,34681,43,T
Pat Eliza,EMPLEADO,34682,53,F
Priscilla Elia,EMPLEADO,34683,94,F
Marcel Perla,ESTUDIANTE,34684,81,F
Treva Joann,PROFESOR,34685,50,T
Claire Caroline,PROFESOR,34686,63,T
Georgia Lorenzo,EMPLEADO,34687,47,T
Gilbert Bryon,ESTUDIANTE,34688,52,F
Seth Bettie,PROFESOR,34689,42,T
Lessie Stacia,PROFESOR,34690,79,T
Kyra Lavar,ESTUDIANTE,34691,74,T
Waymon Tyler,EMPLEADO,34692,71,F
Adeline Pierre,PROFESOR,34693,20,T
Maribeth Rickey,PROFESOR,34694,75,F
Margaretta Harriette,PROFESOR,34695,80,F
Gilbert Tracey,PROFESOR,34696,18,F
Mckinley Jermey,ESTUDIANTE,34697,39,T
Dennis Felicia,ESTUDIANTE,34698,25,T
Sigmund Rolf,PROFESOR,34699,26,T
Ty Gabriela,ESTUDIANTE,34700,48,F
Dionte Lenny,ESTUDIANTE,34701,27,T
Vergie Ingrid,ESTUDIANTE,34702,19,T
Maya Rowena,PROFESOR,34703,36,T
Ashlee Cheryl,ESTUDIANTE,34704,55,T
Alcee Lyn,ESTUDIANTE,34705,52,T
Hobert Lowell,EMPLEADO,34706,86,F
Ina Lawrance,PROFESOR,34707,30,F
Alfreda Candy,ESTUDIANTE,34708,72,F
Luz Shante,PROFESOR,34709,33,F
Daniel Marie,EMPLEADO,34710,37,F
Otto Kenton,EMPLEADO,34711,74,T
Patrick Danielle,PROFESOR,34712,63,F
Andres Katharine,EMPLEADO,34713,50,F
Vada Adrianna,ESTUDIANTE,34714,35,F
Henderson Ross,ESTUDIANTE,34715,79,F
Von Corina,EMPLEADO,34716,23,T
Kerrie Don,ESTUDIANTE,34717,91,F
Cordelia Kristopher,ESTUDIANTE,34718,60,F
Antoinette Dottie,PROFESOR,34719,85,T
Artis Harlan,PROFESOR,34720,94,T
Maida Sophia,PROFESOR,34721,31,T
Milton Tressie,EMPLEADO,34722,83,F
Damien Juliann,EMPLEADO,34723,89,F
Kody Angelita,EMPLEADO,34724,76,F
Luna Christiana,ESTUDIANTE,34725,47,F
Adela Melissa,ESTUDIANTE,34726,89,T
Carey Cody,EMPLEADO,34727,90,F
Danny Oliver,EMPLEADO,34728,98,F
Jordan Jodi,ESTUDIANTE,34729,23,T
Vinnie Alexander,EMPLEADO,34730,80,F
Gracie Malvina,PROFESOR,34731,77,T
Adrienne Randell,PROFESOR,34732,28,F
Sherilyn Saul,ESTUDIANTE,34733,50,T
Claribel Dale,ESTUDIANTE,34734,89,F
Joey Jim,PROFESOR,34735,58,T
Delia Dante,EMPLEADO,34736,72,T
Jacquelyn Vernon,ESTUDIANTE,34737,92,T
Kelly Cheryl,EMPLEADO,34738,95,F
Keeley Glen,EMPLEADO,34739,88,F
Cornell Polly,EMPLEADO,34740,84,T
Jason Bertram,ESTUDIANTE,34741,24,T
Pearle Patricia,PROFESOR,34742,99,T
Chantel Idella,EMPLEADO,34743,67,F
Ray Vina,PROFESOR,34744,61,F
Caleb Tom,ESTUDIANTE,34745,62,T
Eldora Carmela,PROFESOR,34746,71,T
Charlene Bobby,EMPLEADO,34747,23,F
Jack Reina,ESTUDIANTE,34748,96,T
Olinda Kasandra,ESTUDIANTE,34749,36,F
Antoinette Lesley,EMPLEADO,34750,74,F
Sheldon Milford,EMPLEADO,34751,34,F
Justine Leon,ESTUDIANTE,34752,99,F
Delphine Kathy,EMPLEADO,34753,42,T
Rebecca Saul,ESTUDIANTE,34754,37,F
Jeanne Hermine,ESTUDIANTE,34755,95,T
Candy Yetta,ESTUDIANTE,34756,30,F
Erica Kirby,ESTUDIANTE,34757,36,T
Lucy Vesta,EMPLEADO,34758,54,T
Garnett Elmore,EMPLEADO,34759,41,T
Freddy Laurence,PROFESOR,34760,64,T
Crystal Miller,ESTUDIANTE,34761,58,T
Reuben Alberto,PROFESOR,34762,87,F
Ben Merrill,PROFESOR,34763,77,F
Marjory Nolan,ESTUDIANTE,34764,42,F
Kay Easter,PROFESOR,34765,38,F
Curtis Carlyle,ESTUDIANTE,34766,21,T
Colton Roland,ESTUDIANTE,34767,96,T
William Paul,ESTUDIANTE,34768,77,F
Gina Chance,EMPLEADO,34769,39,T
James Allene,ESTUDIANTE,34770,89,T
Lolita Lynwood,PROFESOR,34771,49,F
Federico Jan,ESTUDIANTE,34772,86,T
Eleanora Kaela,PROFESOR,34773,71,T
Montie Josh,PROFESOR,34774,96,F
Linwood Hettie,ESTUDIANTE,34775,95,F
Allie Jory,PROFESOR,34776,59,T
Ralph Jose,PROFESOR,34777,57,T
Richelle Frankie,EMPLEADO,34778,66,F
Martha Evan,ESTUDIANTE,34779,26,T
Wendy Thad,EMPLEADO,34780,66,F
Clint Nicholas,ESTUDIANTE,34781,37,F
Imelda Martha,ESTUDIANTE,34782,95,T
Hessie Micaela,PROFESOR,34783,37,F
Douglass Whitley,ESTUDIANTE,34784,44,T
Wylie Chrystal,PROFESOR,34785,28,F
Adrienne Frederic,EMPLEADO,34786,39,F
Sammie Cristian,EMPLEADO,34787,88,T
William Mimi,ESTUDIANTE,34788,37,F
Reginald Minerva,PROFESOR,34789,37,T
Wilton Benny,ESTUDIANTE,34790,82,F
Anna Frances,EMPLEADO,34791,49,T
Willard John,EMPLEADO,34792,81,T
Ardith Nora,EMPLEADO,34793,96,T
Clinton Edna,ESTUDIANTE,34794,45,T
Billie Karl,PROFESOR,34795,69,F
Burton Dewayne,ESTUDIANTE,34796,30,F
Jeanne Eulalie,EMPLEADO,34797,19,F
Silvia Jerold,PROFESOR,34798,55,T
Karen Oda,ESTUDIANTE,34799,82,F
Nelle Anita,PROFESOR,34800,50,F
Lovett Rachael,PROFESOR,34801,85,F
Eloy Deloris,ESTUDIANTE,34802,59,F
Lolita Arie,EMPLEADO,34803,72,F
Letitia Mike,PROFESOR,34804,67,F
Leanna Laura,ESTUDIANTE,34805,55,F
Lucretia Lyla,EMPLEADO,34806,83,F
Eduardo Kiara,EMPLEADO,34807,33,T
Willene Ramona,EMPLEADO,34808,83,T
Jonathan Curtis,ESTUDIANTE,34809,35,F
Lynsey Lonnie,PROFESOR,34810,60,T
Marc Emogene,ESTUDIANTE,34811,73,F
Gladys Jamal,ESTUDIANTE,34812,42,F
Dorothy Lillie,ESTUDIANTE,34813,59,T
Norine Sonny,EMPLEADO,34814,78,F
Connie Courtney,EMPLEADO,34815,55,F
Wilbert Millicent,ESTUDIANTE,34816,89,F
Myrtle Malinda,ESTUDIANTE,34817,58,F
Gregorio Emery,ESTUDIANTE,34818,99,F
Adam Mason,ESTUDIANTE,34819,33,F
Horace May,PROFESOR,34820,56,T
Elwood Doyle,PROFESOR,34821,77,F
Lafayette Larry,ESTUDIANTE,34822,77,T
Lesley Jonas,PROFESOR,34823,77,T
Josue Conrad,PROFESOR,34824,61,T
Chiquita Rene,EMPLEADO,34825,34,T
Ollie Sudie,ESTUDIANTE,34826,42,F
Floyd Columbus,PROFESOR,34827,87,F
Marilou Manda,EMPLEADO,34828,55,T
Lige Nathan,EMPLEADO,34829,59,T
Levi Sidney,ESTUDIANTE,34830,60,F
Lester Marely,ESTUDIANTE,34831,72,T
Mckayla Delores,PROFESOR,34832,35,T
Timothy Glenna,PROFESOR,34833,67,F
Otis Wilbert,EMPLEADO,34834,74,T
June Almira,ESTUDIANTE,34835,98,F
Katlyn Nikole,ESTUDIANTE,34836,64,T
Isadore Hilma,PROFESOR,34837,25,T
Berenice Zackary,PROFESOR,34838,18,T
Pauline Corine,ESTUDIANTE,34839,20,T
Kallie Jesse,PROFESOR,34840,71,F
Valentine Houston,ESTUDIANTE,34841,91,T
Erin Bill,EMPLEADO,34842,55,F
Ramiro Lucille,PROFESOR,34843,59,F
Dwayne Theodora,PROFESOR,34844,89,F
Jimena Reid,EMPLEADO,34845,77,T
Ulises Arden,PROFESOR,34846,45,F
Attilio Donell,EMPLEADO,34847,47,F
Brian Earlene,EMPLEADO,34848,26,F
Mae Deloris,ESTUDIANTE,34849,45,T
Gabriela Roseann,ESTUDIANTE,34850,75,T
Jonna Elisha,PROFESOR,34851,36,F
Susie Bayard,PROFESOR,34852,83,T
Brandon Helen,EMPLEADO,34853,86,F
Luvenia Elayne,PROFESOR,34854,50,T
Chris Olene,PROFESOR,34855,42,F
Shirlee Yandel,EMPLEADO,34856,42,F
Lizabeth Darrel,ESTUDIANTE,34857,97,T
Alta Doshia,ESTUDIANTE,34858,68,F
Marlo Dinah,PROFESOR,34859,71,F
Elbert Washington,ESTUDIANTE,34860,26,F
Annamae Silvia,PROFESOR,34861,38,F
Cleon Ashley,ESTUDIANTE,34862,44,T
Dean Tasia,PROFESOR,34863,96,F
Allen Heaven,ESTUDIANTE,34864,65,F
Clark Micheal,EMPLEADO,34865,32,F
Roma Wilber,ESTUDIANTE,34866,88,F
Alexander Arvin,EMPLEADO,34867,99,F
Ivan Domingo,PROFESOR,34868,88,T
Abbie Buddy,PROFESOR,34869,99,F
Hiram Tomas,EMPLEADO,34870,63,T
Thelma Mia,EMPLEADO,34871,43,T
Bud Jorge,PROFESOR,34872,75,T
Herman Kevan,PROFESOR,34873,25,T
Kathryn Ted,PROFESOR,34874,23,T
Kolby Ronnie,PROFESOR,34875,75,T
Cherie Alexa,PROFESOR,34876,65,T
Max Beverley,ESTUDIANTE,34877,22,F
Marilyn Jocelyn,EMPLEADO,34878,35,T
Evans Freddie,ESTUDIANTE,34879,72,T
Neil Delilah,ESTUDIANTE,34880,65,F
Grover Lorena,EMPLEADO,34881,31,T
Tishie Patti,EMPLEADO,34882,36,F
Lon Vito,EMPLEADO,34883,34,T
Waylon Julianna,ESTUDIANTE,34884,93,T
Noel Tillman,PROFESOR,34885,71,F
Quentin Tommie,ESTUDIANTE,34886,76,T
Curt Rick,EMPLEADO,34887,82,T
Earl Janet,EMPLEADO,34888,34,F
Kurtis Minerva,EMPLEADO,34889,95,F
Isabell Adelle,ESTUDIANTE,34890,21,F
Benjamin Cornell,ESTUDIANTE,34891,42,F
Angela Sylvia,EMPLEADO,34892,18,T
Ernie Ronald,ESTUDIANTE,34893,47,F
Wilmer Lyda,EMPLEADO,34894,56,T
Ivy Natalie,EMPLEADO,34895,91,F
Richard Al,ESTUDIANTE,34896,44,F
Deborah Russell,PROFESOR,34897,51,F
Royal Trudy,PROFESOR,34898,34,F
Trinity Frederick,PROFESOR,34899,34,F
Deidre Martin,ESTUDIANTE,34900,49,F
Laurence Harlan,EMPLEADO,34901,70,F
Lana Meyer,ESTUDIANTE,34902,91,F
Archie Godfrey,EMPLEADO,34903,96,T
Bobby Kelley,ESTUDIANTE,34904,38,F
Aisha Leo,ESTUDIANTE,34905,91,T
Finley Lois,ESTUDIANTE,34906,84,F
Alyson Brennen,ESTUDIANTE,34907,95,T
Adell Antonio,EMPLEADO,34908,47,F
Dick Orlando,ESTUDIANTE,34909,53,F
Miles Myra,ESTUDIANTE,34910,23,F
Roger Dwight,PROFESOR,34911,58,F
Laurene Eula,PROFESOR,34912,18,T
Ethel Greggory,EMPLEADO,34913,75,T
Aurora Mona,EMPLEADO,34914,40,T
Tiny Goldie,EMPLEADO,34915,75,T
Asia Harriet,ESTUDIANTE,34916,43,T
Joshua Tawanna,EMPLEADO,34917,55,F
Lucia Rory,EMPLEADO,34918,81,T
Tori Brayan,ESTUDIANTE,34919,85,T
Lorene Hugo,ESTUDIANTE,34920,99,T
Ernest Marcel,EMPLEADO,34921,61,F
Victor Grant,ESTUDIANTE,34922,45,T
Carey Freddie,EMPLEADO,34923,72,F
Vivian Cassie,ESTUDIANTE,34924,78,T
Mariano Signe,PROFESOR,34925,39,F
Rhett Rusty,ESTUDIANTE,34926,32,F
Charlotte Roy,PROFESOR,34927,32,T
Rita Neal,EMPLEADO,34928,39,T
Francesca Cindy,ESTUDIANTE,34929,51,T
Eddie Cora,PROFESOR,34930,60,T
Lloyd Gage,PROFESOR,34931,70,F
Hunter Nannie,EMPLEADO,34932,70,F
Porter Allison,ESTUDIANTE,34933,23,F
Caron Rosario,ESTUDIANTE,34934,69,F
Patsy Isabel,ESTUDIANTE,34935,44,F
Shafter Ona,PROFESOR,34936,42,F
Devin Antonio,PROFESOR,34937,88,F
Roscoe Alicia,PROFESOR,34938,51,T
Coleen Mose,PROFESOR,34939,32,T
Laureen Williard,EMPLEADO,34940,36,F
Tania Anne,EMPLEADO,34941,83,F
Jade Dominique,ESTUDIANTE,34942,29,T
Melville Salvatore,EMPLEADO,34943,25,F
Sandy Avery,EMPLEADO,34944,18,F
Judy Annika,ESTUDIANTE,34945,92,T
Wilbur Dianne,EMPLEADO,34946,70,F
Andrew Eugenia,EMPLEADO,34947,74,T
Marcie Rebekah,EMPLEADO,34948,23,F
Heidi Aubrey,EMPLEADO,34949,91,T
Carlos Henderson,PROFESOR,34950,75,F
Annette Malissie,PROFESOR,34951,97,T
Laken Irving,EMPLEADO,34952,91,T
Greggory Patrick,PROFESOR,34953,55,F
Isabel Quentin,PROFESOR,34954,86,F
Erik Claud,ESTUDIANTE,34955,61,F
Candice Rochelle,EMPLEADO,34956,41,T
Jayme Ted,ESTUDIANTE,34957,19,F
Randolph Leland,EMPLEADO,34958,54,F
Robbie Dan,EMPLEADO,34959,19,T
Florance Andreas,EMPLEADO,34960,63,F
Donn Jeffrey,PROFESOR,34961,55,F
Orval Edmond,EMPLEADO,34962,63,F
Ezra William,EMPLEADO,34963,27,T
Marian Demario,ESTUDIANTE,34964,53,F
Wilson Janette,PROFESOR,34965,54,T
Dillard Lyn,EMPLEADO,34966,84,T
Chuck Diana,EMPLEADO,34967,76,F
Llewellyn Iola,ESTUDIANTE,34968,21,F
Dusty Leslie,PROFESOR,34969,69,F
Brenna Alfonso,ESTUDIANTE,34970,84,F
