NOMBRE,ID_PERSONA,EDAD,CAMARA_COMERCIO,SUPERINTENDENCIA_TURISMO,MIEMBRO_COMUNIDAD
JohnnyCharles,9217,25,F,T,F
CaesarMalcolm,9218,76,F,T,T
GastonWiley,9219,63,F,F,T
AveryFletcher,9220,31,T,T,T
BillieHaskell,9221,52,F,F,T
BobOrland,9222,83,F,F,F
BaldwinLawton,9223,64,T,F,T
HumphreyWilson,9224,42,T,T,F
ElizabethCleveland,9225,23,F,T,F
JohnsonAloysius,9226,94,T,F,T
VinceOlen,9227,41,F,T,T
EvanJudson,9228,41,F,F,F
FerdPercy,9229,88,F,T,F
LymanAlvie,9230,78,T,F,T
FremontLish,9231,84,T,F,T
FranciscoWebster,9232,19,F,F,T
GilbertEgbert,9233,59,T,F,T
AubreyOmar,9234,99,T,F,T
LoyalFrederic,9235,97,T,T,T
WadeRudy,9236,62,F,F,T
FloydOle,9237,53,F,F,T
WebsterElliot,9238,38,T,F,T
HelmerAbner,9239,39,T,F,T
IrvingWatson,9240,45,F,F,T
MortonPhillip,9241,67,F,F,F
JuddHayward,9242,77,T,F,T
ElvisLambert,9243,64,F,T,F
RollaBonnie,9244,73,F,F,F
AlexOtis,9245,74,F,F,F
HattieGarland,9246,22,T,F,F
GusCarrie,9247,28,F,T,F
SampsonEthan,9248,57,F,T,F
ElyHuey,9249,90,F,T,T
JulesWerner,9250,50,F,T,F
AlvyEben,9251,58,T,T,F
DelbertLum,9252,60,F,T,T
GayAddie,9253,74,F,F,F
DelmerPhillip,9254,50,T,F,T
ThorntonOtis,9255,90,T,F,F
CliftonReno,9256,31,F,F,T
WarrenMaude,9257,40,T,F,F
HoraceElisha,9258,28,F,T,F
JudsonLevy,9259,92,F,T,F
MatEd,9260,61,T,F,T
LinwoodStanley,9261,80,T,F,F
FlorencePalmer,9262,75,T,T,F
HalseyRuben,9263,88,F,F,T
AlpheusCarson,9264,37,T,T,F
JimmyColumbus,9265,80,F,T,F
TheoAudie,9266,80,F,F,T
SamualJens,9267,35,F,T,F
JosephCyril,9268,30,F,F,F
DavisWaldo,9269,61,T,T,F
EdBryon,9270,49,T,T,F
HowardAncel,9271,89,F,T,F
RollinDock,9272,77,F,T,F
ErastusLewis,9273,81,F,T,T
MortonAmbrose,9274,63,T,F,T
BillHollie,9275,25,T,T,T
ShirleyWade,9276,65,T,T,T
CarlFranklin,9277,40,F,F,F
MaxWallace,9278,57,T,F,T
AlonzoParker,9279,58,T,F,F
OmerCaesar,9280,31,F,T,T
VintonRonald,9281,45,F,T,T
MurryJodie,9282,57,T,T,T
AmmonOran,9283,94,F,F,T
OleGussie,9284,70,T,F,F
DouglasMarcus,9285,45,F,T,T
DaleRoe,9286,50,F,T,T
ManuelAntonio,9287,93,T,F,F
GusLillian,9288,77,T,F,F
GraySantiago,9289,60,T,T,T
OdaJules,9290,69,T,F,F
AmosMorris,9291,43,T,T,T
FinleyRandall,9292,77,T,T,T
ClintVerne,9293,22,T,F,T
DeweyReginald,9294,89,F,F,F
MarkWilbur,9295,55,F,F,F
VanderLogan,9296,34,T,T,F
ElliotPorter,9297,90,F,T,T
ReginaldAntoine,9298,20,F,T,F
AmmonNewell,9299,61,F,F,T
HermanJosh,9300,75,T,T,F
ElmoreKing,9301,89,F,F,F
ShirleyBeverly,9302,44,F,F,F
AnnaGordon,9303,53,T,T,T
GreenOrion,9304,50,T,F,F
FinisSidney,9305,39,T,T,F
ErnieHenderson,9306,66,F,F,F
GodfreyEmory,9307,99,T,F,T
LeanderHubert,9308,22,F,F,F
IvoryAddie,9309,19,T,T,F
MarcusDixie,9310,79,F,F,T
VicenteLeroy,9311,23,F,F,F
MathewPearl,9312,92,F,F,T
GaylordLum,9313,46,F,F,T
HectorObie,9314,38,T,T,F
ColinVerner,9315,22,T,T,F
JuanTillman,9316,82,F,F,F
BurleighDouglas,9317,31,T,F,T
AlexanderMervin,9318,77,F,T,F
LafayettePearl,9319,83,T,T,T
HalseyAmado,9320,74,T,F,F
DomingoAugustus,9321,91,F,F,F
WaltonMyrtle,9322,83,F,T,T
EstesVan,9323,99,F,F,T
MargaretBeverly,9324,99,T,F,F
NickAdelard,9325,33,F,F,T
BentonJules,9326,50,F,T,F
EssieGabriel,9327,48,F,T,T
OrangeMaxwell,9328,84,F,T,F
TimWallace,9329,32,T,T,T
TomasAdam,9330,58,F,T,F
RushAlvah,9331,56,T,F,F
ClintAbner,9332,28,T,T,F
FranklinOrville,9333,84,F,F,F
EmmaEliga,9334,71,T,F,F
JuneAnson,9335,96,F,T,T
OrenMalachi,9336,37,T,T,T
GustaveAlpheus,9337,76,F,F,F
RenePleasant,9338,90,T,F,F
MerrillDelbert,9339,68,F,F,T
BurrMyer,9340,87,F,F,T
KellyEarnest,9341,94,T,T,F
GeoVernie,9342,47,F,F,T
TheoLue,9343,94,F,F,T
SaulAudie,9344,61,T,T,F
DixieBurr,9345,55,F,T,F
AdrianBennie,9346,99,F,T,F
OrvalOra,9347,42,T,F,T
CoyElliott,9348,93,T,T,F
DavisGrover,9349,73,F,F,T
DanielFreddie,9350,93,F,F,T
RussellMarvin,9351,26,T,F,T
GriffinEly,9352,53,F,T,T
GoldieMont,9353,83,T,T,F
JuddDoc,9354,66,T,F,F
BentonAlf,9355,39,T,F,T
EldonTommy,9356,22,T,F,F
ErvinGolden,9357,21,F,T,T
RileyAcie,9358,70,F,T,T
AntonIda,9359,75,F,T,T
StephenParker,9360,49,F,T,F
LouMike,9361,81,T,F,T
MannieOlen,9362,24,T,T,T
AloysiusCassius,9363,81,F,F,F
DentonPierce,9364,93,F,F,F
SingKarl,9365,70,T,F,T
IssacVan,9366,34,F,F,F
RollieCarroll,9367,76,F,T,T
MalcolmAsa,9368,66,T,T,F
HoseaLevy,9369,30,T,T,T
LymanJule,9370,45,T,F,F
JeffDavis,9371,27,F,T,F
ShellyElton,9372,41,F,T,T
MartinPete,9373,66,T,F,F
MilesJesse,9374,52,F,T,T
ErbyReginald,9375,72,T,F,T
GusLemuel,9376,92,T,F,F
PedroAcie,9377,69,T,F,T
MiloBarton,9378,84,T,T,F
ParkerHelen,9379,91,F,F,T
ElliotVaughn,9380,77,T,T,F
LelandOren,9381,79,T,F,F
LouieAllison,9382,96,T,T,F
DenisDuke,9383,63,F,F,T
AdolphusHyman,9384,75,F,F,T
JulianBart,9385,51,F,T,F
SamPierce,9386,76,T,F,F
OkeySid,9387,67,F,F,F
LawsonLuther,9388,98,F,F,T
MalcolmAl,9389,57,T,T,T
DonClovis,9390,32,F,T,T
NorbertGuy,9391,48,T,F,F
DewittCasey,9392,19,T,T,T
HowardPerley,9393,45,F,F,T
EveretteJulius,9394,54,T,T,T
LeslieGarret,9395,72,F,T,F
JewellAl,9396,88,T,F,T
NealBryon,9397,27,F,T,F
DennisRoyal,9398,94,F,F,T
LudwigGeorge,9399,83,T,F,F
ChasEllis,9400,82,T,F,T
BartholomewFreeman,9401,77,F,F,F
VernonDaniel,9402,81,T,T,T
TurnerBlaine,9403,26,F,F,F
EverettOdie,9404,36,F,T,F
RexVaughn,9405,82,T,T,T
GailAmbrose,9406,93,F,F,T
BessieEldon,9407,58,F,F,F
BlaineThad,9408,99,T,F,T
FranklinTalmage,9409,99,F,F,T
ErastusLe,9410,40,F,F,F
RoyalNoel,9411,65,F,T,F
BenjaminErvin,9412,99,T,T,F
EveretteAlphonse,9413,64,T,F,T
EmanuelOlie,9414,96,F,F,F
AlphonsoEmma,9415,69,F,F,F
HarveyChesley,9416,88,F,T,T
OthoMinor,9417,56,T,F,F
CasperLane,9418,46,T,T,T
NorbertSammie,9419,19,F,T,F
HarrisonAron,9420,52,T,T,F
AlvaHosea,9421,53,T,F,T
FloydNorris,9422,21,T,F,F
PrinceHerbert,9423,23,F,T,T
FrancesMerle,9424,42,F,T,T
SidGustaf,9425,23,F,F,F
RollandWinford,9426,67,F,T,F
AnastacioObie,9427,33,F,F,F
FernTony,9428,55,T,T,T
JimNat,9429,90,T,F,T
BryantRoswell,9430,93,F,F,F
LeonGolden,9431,98,F,F,F
PriceOtis,9432,60,F,F,F
HoustonWilbert,9433,43,F,F,F
QuincyAlford,9434,68,T,F,T
LemuelBluford,9435,55,F,T,T
JesusDewey,9436,31,F,T,F
OranJones,9437,71,T,F,F
KarlJefferson,9438,77,F,F,F
SydneyElias,9439,32,F,T,T
NelsRamon,9440,39,T,F,F
OtisPink,9441,97,T,F,T
AlphonsoAlec,9442,19,F,T,T
OlieTillman,9443,60,T,F,F
SimAllan,9444,36,F,T,F
PrinceDelmar,9445,63,F,F,T
ConnieLevy,9446,76,T,T,F
AbrahamClem,9447,25,F,T,F
ZekeNoel,9448,44,T,F,F
BeverlyJeff,9449,25,T,F,T
WillisMatt,9450,29,F,F,F
WilliamsJared,9451,49,F,T,F
OlafMichael,9452,79,F,F,F
LeonidasSandy,9453,47,F,T,T
IsomGeorge,9454,56,T,T,F
GarnetJens,9455,46,F,F,T
AndyClare,9456,34,T,T,F
SanfordCharlie,9457,34,T,T,T
MerrillLeo,9458,20,F,T,F
StewartGolden,9459,82,T,T,F
MaudeLeopold,9460,65,T,T,F
CarrieWillam,9461,75,T,F,T
FredericLemuel,9462,65,T,T,F
EarleyHermann,9463,20,F,T,F
GordonLoyd,9464,58,T,T,T
PinkMyron,9465,34,F,F,T
BoydNat,9466,98,T,F,F
PorterMorris,9467,18,T,T,F
DominickLula,9468,41,T,T,F
HoraceAndrew,9469,27,F,T,F
TillmanJasper,9470,75,F,F,T
CorneliousRuby,9471,89,F,T,T
SandyDarwin,9472,63,F,T,F
WilsonLevi,9473,29,F,F,T
StephenMason,9474,43,F,T,F
IrwinIssac,9475,80,T,T,F
IrwinHervey,9476,82,F,F,T
HelmerVirgle,9477,71,T,F,T
NellieSeward,9478,26,T,T,T
MerlMarie,9479,74,F,T,F
EllsworthGraham,9480,58,F,T,T
AveryRoderick,9481,90,T,T,F
ClemmieFidel,9482,73,F,T,T
SewardHarry,9483,84,T,F,T
EricCameron,9484,46,F,F,F
DanielNels,9485,79,F,F,T
LorenzoAlden,9486,31,F,T,F
ClairDrew,9487,41,F,F,T
ChasRaphael,9488,53,F,T,F
FrancesJess,9489,51,T,F,F
FlemingPearl,9490,78,F,T,F
MontEffie,9491,28,F,F,F
LemuelDon,9492,91,T,F,F
HansGreen,9493,23,T,T,T
MorganGarry,9494,79,T,T,F
EstelBradley,9495,99,F,F,F
DouglasGlenn,9496,28,F,F,F
CarlosLewis,9497,84,T,F,F
ElbertPolk,9498,89,T,F,T
GussCary,9499,29,F,T,F
HarrisonLucious,9500,68,F,F,T
MattieJens,9501,94,F,T,F
MyrtleGust,9502,75,T,F,T
JuniusMitchell,9503,61,F,F,F
OrinEligah,9504,99,T,F,T
WilbertReese,9505,93,F,T,T
LowellArchibald,9506,42,F,T,T
KellyOrville,9507,83,T,T,F
ClayMarshal,9508,41,T,T,T
MarthaOtto,9509,69,T,F,T
LutherHardy,9510,43,F,F,T
MartinSamual,9511,90,T,F,T
OrrinDarrell,9512,91,F,F,F
PrinceGuy,9513,62,T,F,F
EarlyBenjamin,9514,49,T,T,F
OrieAlford,9515,41,T,T,T
ClairZack,9516,64,T,F,F
EdnaEmery,9517,71,T,T,T
JakeCarson,9518,90,F,F,F
MargaretAbel,9519,61,F,T,T
WyattDewey,9520,25,T,T,F
PhilBenjiman,9521,97,F,F,F
ParkDamon,9522,55,T,T,T
LisleArmond,9523,49,T,T,T
LorenzoHerman,9524,32,T,T,T
MinorIvan,9525,50,T,T,F
GainesLawson,9526,20,T,F,F
LoringMurray,9527,61,F,F,T
EmmitFredrick,9528,30,T,F,F
LuciousOrin,9529,76,F,T,T
EgbertWinston,9530,85,T,T,F
DowElliott,9531,50,F,T,T
LowellBoston,9532,99,F,F,T
CharleyAsa,9533,40,F,F,T
NicholasJohnnie,9534,34,T,T,F
JuanBowman,9535,94,T,F,T
RansomArlie,9536,60,T,F,T
DominickAddison,9537,63,F,T,T
BusterWillie,9538,85,F,F,T
WayneWillam,9539,71,T,T,F
AndresPrice,9540,81,T,T,F
ArlieEdward,9541,85,T,T,F
OtisTruman,9542,78,F,T,F
LeroyAdolphus,9543,59,F,F,T
HerbertJackson,9544,72,T,F,T
WaymonAllen,9545,62,T,T,F
PageAlexander,9546,81,F,F,F
NelsonRowland,9547,40,F,T,F
SterlingEmerson,9548,52,T,T,F
SidHenderson,9549,36,T,F,T
GabeAlois,9550,24,F,F,F
FredericMaurice,9551,21,T,T,F
JayFrancisco,9552,50,T,T,F
GottliebLum,9553,77,F,F,F
WaymonBennett,9554,85,F,F,F
FordVern,9555,96,F,F,T
MitchelOtis,9556,69,T,T,T
EssexReginald,9557,49,T,T,T
BenjimanMarlin,9558,80,F,F,F
ElmoGertrude,9559,78,T,T,F
PrinceEvan,9560,71,F,T,T
EllsworthAubrey,9561,47,T,F,F
ArmandEligah,9562,24,F,F,T
AliceBlair,9563,86,F,F,T
AnnaEgbert,9564,59,F,T,F
MerleMerl,9565,56,F,F,T
HumphreyAdelbert,9566,77,F,T,F
JuneSanford,9567,84,F,T,F
BentonArtie,9568,81,T,F,F
RogerGeo,9569,64,F,T,T
AmosOtto,9570,58,T,T,F
StuartAnson,9571,41,F,F,T
PerleyMarius,9572,74,F,T,F
CorneliousMarvin,9573,55,F,T,T
HardyJoshua,9574,82,T,F,T
DoctorSid,9575,57,T,T,T
DonaldPosey,9576,22,F,F,F
RileyJunior,9577,77,T,T,F
HarmonNewman,9578,32,F,F,F
OralAndy,9579,23,F,F,F
LawsonBallard,9580,98,F,T,F
PearlManuel,9581,34,F,T,T
NathanCamille,9582,74,F,T,F
ManfordJoseph,9583,35,F,T,T
HermonLaurence,9584,95,F,T,F
OthaFate,9585,90,T,F,T
TollieAbram,9586,45,T,F,T
MarshallZack,9587,72,F,T,F
ChasWilton,9588,57,F,T,T
AlonzaLeonidas,9589,20,T,T,F
RogersEgbert,9590,58,F,T,F
MilfordNoble,9591,91,F,F,F
KirbyGustave,9592,26,T,F,T
LafayetteEliga,9593,88,T,T,F
PinkneyHugo,9594,48,F,F,T
LandonWatson,9595,20,F,F,F
WaltonNewt,9596,70,F,F,T
RamonEarnest,9597,98,F,T,T
ObieGodfrey,9598,57,F,T,F
PedroOrval,9599,90,T,T,T
SeymourOra,9600,46,F,F,F
EligaEvans,9601,88,T,F,F
HezekiahClaudie,9602,57,T,F,F
AbelThad,9603,21,T,F,T
OrvalArthur,9604,29,T,F,T
ManuelBill,9605,27,F,T,T
LarryRafael,9606,97,F,F,T
AshleyBuck,9607,46,F,T,T
PrestonGerald,9608,84,T,T,T
HoseaRay,9609,83,T,T,T
GilesNicolas,9610,69,F,T,T
JamesSydney,9611,90,T,T,T
EwingOliver,9612,37,F,T,T
WylieErastus,9613,60,T,F,T
MillerAlden,9614,73,T,T,T
LeonJoesph,9615,83,F,T,F
ArtherGuy,9616,61,T,T,F
AllisonDudley,9617,46,F,F,T
MasonLewis,9618,81,F,T,F
GraceWarner,9619,52,T,T,T
OlenPerry,9620,45,F,T,T
RobyRose,9621,52,F,F,T
WendellRandolph,9622,89,T,F,T
HezekiahLeonard,9623,90,T,F,F
LucienOlin,9624,42,T,F,F
BenjamanEliseo,9625,28,F,F,F
LeonClaudie,9626,86,F,F,T
LucasAntoine,9627,40,T,T,T
OrrinRollin,9628,41,T,F,T
EnosRolla,9629,46,T,F,F
ArtieThomas,9630,62,T,T,T
FloydEly,9631,87,T,T,T
AmmonCarl,9632,26,F,T,T
GarnetCleveland,9633,39,T,F,F
AubreyGertrude,9634,81,F,T,T
PalmerMerle,9635,84,T,T,T
DavisJason,9636,70,T,T,T
NewtonTalmage,9637,30,T,T,T
EbbJohn,9638,91,T,F,T
IdaYoung,9639,40,T,F,T
SamualHezekiah,9640,81,F,F,F
LucianMurry,9641,70,F,F,T
RoderickMarcus,9642,70,T,T,F
ArthurFredrick,9643,64,F,F,T
CleoLige,9644,39,T,T,F
JuniusFabian,9645,35,T,T,F
WrightBryant,9646,25,F,F,T
HjalmerBrad,9647,39,F,T,T
MaxLyman,9648,44,F,T,F
JoePhillip,9649,53,F,F,T
MorrisAloys,9650,45,F,F,T
SamAlvah,9651,40,T,T,F
BusterLogan,9652,22,F,F,T
BudColeman,9653,22,T,F,F
VaughnFidel,9654,84,T,T,F
CarlosSie,9655,22,F,F,F
WilfridLemuel,9656,33,F,F,F
HilliardBrady,9657,18,F,T,F
DexterBluford,9658,50,F,T,T
BryantFredrick,9659,19,T,F,F
ArthurCleveland,9660,78,F,T,F
AutherJay,9661,23,T,F,T
SterlingGabriel,9662,52,F,T,F
RafeAlgie,9663,69,F,F,T
RoseAustin,9664,88,F,F,T
HeneryGerard,9665,97,F,T,T
CliveAlex,9666,79,F,F,F
CliffordOrin,9667,44,T,T,T
HowellMath,9668,91,F,F,F
CliffClement,9669,25,F,F,F
SonnyHerschel,9670,78,T,T,F
GarrettMarie,9671,90,F,T,T
ElliottHarrison,9672,64,F,T,T
GerhardGeorge,9673,84,F,T,T
GerritPedro,9674,65,T,T,F
LeopoldLenard,9675,71,F,T,F
BasilColeman,9676,32,F,F,T
EliasGarland,9677,99,F,F,T
ReedMargaret,9678,47,T,F,F
LaurenceTalmage,9679,57,T,T,T
PinkClint,9680,73,F,F,T
ChristopherWatson,9681,82,T,T,T
NicholasRollie,9682,86,T,F,F
IdaMitchel,9683,67,T,F,F
OralLindsey,9684,19,T,F,T
JuddRalph,9685,44,T,T,F
ArchibaldDelmar,9686,73,T,F,T
SpencerHerman,9687,63,T,F,F
ManleyCasper,9688,77,T,T,F
JordanFay,9689,60,T,F,T
PleasRupert,9690,36,F,F,T
GregorioBurley,9691,51,T,F,F
AlMonroe,9692,70,F,T,F
DonnieMathias,9693,88,T,F,T
ColemanBee,9694,21,T,F,T
AloysiusIrwin,9695,45,T,F,T
EllieAuther,9696,96,F,F,T
ReidJulien,9697,42,F,T,F
LouRolla,9698,53,F,F,F
HyrumBertram,9699,75,T,T,F
VernParley,9700,89,T,F,T
RansomTerrence,9701,75,F,T,F
PeytonClem,9702,52,T,F,T
AuthurBenjaman,9703,47,F,T,T
PlesNicholas,9704,49,T,T,F
AlphaOlin,9705,71,F,T,T
WilhelmNick,9706,88,F,F,T
HaywardIrvin,9707,25,F,F,T
FelixAlden,9708,21,T,T,F
IssacOrson,9709,24,F,T,T
ElijahCharley,9710,76,T,F,F
MahlonAmos,9711,40,F,T,F
IsaiahRiley,9712,24,T,F,F
IreneOla,9713,98,T,T,F
VirgilCaesar,9714,34,F,F,T
PierceFrancis,9715,49,F,T,T
DeeDarrell,9716,76,T,T,F
WendellDewitt,9717,78,F,T,T
LeonCharley,9718,70,T,F,F
MattIsiah,9719,43,T,T,F
JustusAndres,9720,95,T,T,F
DuncanLionel,9721,47,T,T,F
EmmettLuke,9722,92,T,F,F
IsadoreRafael,9723,19,F,T,F
EllsworthVan,9724,38,T,T,F
RalphManley,9725,49,F,F,T
ColonelAdams,9726,83,T,T,F
BrunoAlva,9727,32,F,F,F
FredericJefferson,9728,55,F,F,F
GaleWalter,9729,93,T,T,T
BartonEarl,9730,56,T,F,T
AloysiusMajor,9731,76,T,T,T
GabeJay,9732,77,T,T,F
FlorencioCaesar,9733,70,T,F,T
OmerLucian,9734,55,F,F,F
EdmondAlan,9735,87,F,T,F
ElliotAnastacio,9736,46,T,F,T
JohnieBert,9737,88,T,F,T
RogerAxel,9738,49,T,T,F
CoyArnold,9739,68,F,F,T
FerrisGarfield,9740,32,T,F,F
PrestonAdam,9741,59,F,T,F
RoyalJoshua,9742,73,F,F,T
PeterMark,9743,68,F,T,F
PaulJean,9744,98,F,F,T
BlasOrange,9745,75,T,F,T
LucasBryan,9746,26,T,T,F
DonaldCicero,9747,97,T,F,F
MiltonAbner,9748,30,T,F,F
GilbertChesley,9749,69,T,F,F
JosiahGraham,9750,64,T,F,F
EldridgeGrover,9751,54,F,T,F
SandersRay,9752,92,F,F,T
IsiahHillery,9753,45,F,F,F
LouJerry,9754,66,T,F,F
HollieAlex,9755,82,T,F,F
JoelRoland,9756,78,T,F,T
IsraelHarold,9757,87,F,T,F
MarieAdolphus,9758,22,F,T,F
CliftonWest,9759,37,F,F,F
TrumanAlbin,9760,18,T,F,F
ErnestSeymour,9761,60,F,T,T
DillardHillard,9762,48,T,T,T
DossJuan,9763,69,F,T,F
SeymourConnie,9764,92,F,F,T
EmmetZollie,9765,81,T,F,T
ClevelandButler,9766,58,F,T,T
SethReginald,9767,97,F,F,F
RamonDudley,9768,94,F,T,T
EmersonEmmit,9769,75,F,F,T
OrvilleDale,9770,25,T,T,F
EmmitClint,9771,79,T,T,T
LouCliff,9772,86,T,F,F
HarveyFritz,9773,37,T,F,T
LeanderIsiah,9774,92,T,T,F
CourtneyAnsel,9775,64,T,T,F
CarletonSilver,9776,54,T,T,T
IsaiahMiller,9777,60,T,F,T
AaronJerry,9778,28,F,T,T
JackOlie,9779,98,F,F,F
EstherPhilip,9780,94,T,T,T
HectorHoward,9781,46,T,F,F
DonManning,9782,40,T,T,F
BertrandFernando,9783,44,T,F,T
AnsonElza,9784,83,F,F,T
PhillipHubert,9785,66,F,T,F
HoytPierre,9786,75,T,T,F
CarltonHenry,9787,52,T,F,T
CoyFreeman,9788,27,T,T,T
KelleyLonnie,9789,84,T,T,F
VernerJason,9790,53,T,T,T
WayneGordon,9791,36,F,F,F
HazelDallas,9792,96,F,F,T
HamptonToney,9793,27,T,F,T
CharlieAsa,9794,87,F,T,T
LorenzoClay,9795,25,T,T,T
PerryFleming,9796,21,F,T,F
BenjamineArchie,9797,20,T,T,F
WillForest,9798,92,T,T,F
CashManuel,9799,65,F,T,T
EinarEmory,9800,64,F,F,T
MarvinMiguel,9801,28,T,F,T
EwaldRocco,9802,45,F,F,T
MorganAlec,9803,81,F,T,T
LorenRoyal,9804,80,T,T,F
HarleyClarance,9805,18,T,F,F
HubertRaymond,9806,87,F,T,F
CarltonAndrew,9807,26,T,F,T
AllieLucian,9808,29,F,T,T
DorseyEugene,9809,23,T,F,F
EmryColumbus,9810,33,T,F,T
ClementMerl,9811,95,T,F,T
JohnnyBurnett,9812,59,T,F,F
JonasGeo,9813,61,T,T,T
HamiltonBertie,9814,54,F,T,F
ReidJohnie,9815,50,F,F,T
RaymondChris,9816,59,F,T,T
JonasJohnny,9817,18,T,T,F
TomasJim,9818,48,F,T,T
GeneralAloysius,9819,55,T,F,T
SmithNed,9820,66,F,F,T
AnnaKelly,9821,27,F,T,F
JensMerrill,9822,37,T,F,T
FrankPerry,9823,55,T,T,F
GaryAudie,9824,71,F,T,F
GustafCleave,9825,59,F,T,F
ErnestReese,9826,76,T,T,T
HartwellHoratio,9827,50,F,T,T
LeopoldGay,9828,39,T,F,T
MerleLudwig,9829,67,F,F,T
JakeMartha,9830,53,T,T,F
AdamHarley,9831,68,T,F,F
JamesAlva,9832,26,F,T,F
ErvinLem,9833,35,T,T,T
ElvinKelly,9834,97,T,T,T
EsauRudolph,9835,97,T,T,F
BasilErnie,9836,29,T,T,F
AlfredoTerry,9837,18,F,T,T
WilliamsIke,9838,71,T,F,T
ArchHampton,9839,98,F,F,F
HowellSteve,9840,94,F,F,F
JacobArch,9841,26,F,T,T
PeterAbraham,9842,31,F,F,F
SamsonVicente,9843,49,F,T,F
TimothyElbert,9844,62,F,T,F
JoesephValentine,9845,52,F,T,T
ClaraCraig,9846,61,T,T,F
LavernOlin,9847,50,F,T,F
EveretteSidney,9848,87,T,T,T
IreneClay,9849,50,T,T,F
BeecherBernard,9850,38,F,T,F
EdmundHorace,9851,61,F,T,T
CurtisManley,9852,35,T,F,T
JacobIrwin,9853,68,F,F,T
HaskellGary,9854,45,F,T,T
MaryAgnes,9855,86,T,T,T
LeslieLindsey,9856,98,T,F,F
EarleWillis,9857,71,F,F,T
LukeWillis,9858,53,F,T,T
ManleyLeo,9859,87,F,T,T
CarletonMaurice,9860,23,F,T,F
HarrisonAlberto,9861,60,T,F,T
SilasPercy,9862,66,F,F,T
BonnieCarleton,9863,41,T,T,F
OcieClem,9864,51,T,F,T
SmithFletcher,9865,18,F,T,F
HowellElvin,9866,19,F,T,F
HardyLester,9867,67,T,F,F
VaughnAb,9868,89,T,F,F
FredericDewitt,9869,59,F,T,F
IsaiahNoble,9870,45,F,F,T
BlakeEli,9871,30,F,F,F
RandolphOlin,9872,56,T,F,T
TalmadgeAdrian,9873,78,T,F,T
JohnsonIrven,9874,62,T,T,F
NellieIsidore,9875,59,T,T,F
OranRoyce,9876,61,T,T,F
HamiltonMajor,9877,21,T,F,T
MaxwellStuart,9878,64,F,F,F
RexWells,9879,72,T,T,T
LeslieRollin,9880,95,F,T,T
LouisCephus,9881,22,F,T,T
JarvisHamilton,9882,50,F,F,T
NoahMarvin,9883,23,T,F,F
ByronLucas,9884,78,F,T,T
StevenRollin,9885,47,T,F,T
GreenJule,9886,77,T,T,F
BernhardClaire,9887,20,T,T,T
JonasUriah,9888,56,F,F,F
EmmetRupert,9889,49,F,F,T
FredOrrin,9890,67,F,F,F
ManuelSilas,9891,21,T,F,F
HarryHarris,9892,39,T,T,T
EligahAlphonse,9893,83,T,T,F
HarrisonGust,9894,66,T,F,T
DwightJuan,9895,94,F,F,T
JuleAsher,9896,54,F,T,T
JohnKatherine,9897,52,T,T,T
TurnerDock,9898,90,T,F,T
JimRichard,9899,39,T,T,F
VaughnMorton,9900,26,T,F,F
WaldoCatherine,9901,70,T,F,T
WilfordEmery,9902,28,F,T,F
IshamLeroy,9903,37,F,T,T
ArnoLeroy,9904,19,T,T,T
MelvilleRoy,9905,60,T,T,F
GregorioWoodie,9906,26,T,T,T
PleasantElwyn,9907,55,T,T,F
NobleMary,9908,84,T,F,F
ArchJesus,9909,62,F,T,F
DaytonPercival,9910,66,T,F,T
FrankMabel,9911,46,F,T,F
UlyssesZeke,9912,53,T,T,F
BessieArchie,9913,46,T,T,T
RoscoeCurt,9914,77,F,F,F
HarrisReed,9915,58,F,F,T
JeanSimpson,9916,48,T,F,F
RossBenton,9917,31,F,T,T
AndyAndres,9918,92,F,T,F
MertonWilton,9919,56,T,F,F
EthelTracy,9920,39,F,T,F
HandyKing,9921,24,T,T,F
LorenFleming,9922,24,F,F,T
HubertCharlie,9923,87,T,F,T
CliffJosiah,9924,34,T,F,F
JesseLonzo,9925,99,T,F,F
OswaldIvy,9926,89,T,T,T
FredTommy,9927,92,F,T,F
MontColumbus,9928,77,F,F,F
BurleyBarney,9929,44,T,T,T
ElderBishop,9930,96,T,T,F
LindseyJerome,9931,41,T,F,F
HarveyJerry,9932,75,T,F,T
VivianEnrique,9933,80,F,T,F
WillisLeighton,9934,40,F,F,T
HubbardPatrick,9935,65,F,F,F
EzraPhil,9936,98,T,T,T
ElmoreJonas,9937,46,F,F,T
SethDee,9938,32,T,F,T
GlennAbraham,9939,89,F,F,F
RexfordArden,9940,79,F,T,F
LowellAdrian,9941,48,F,F,T
CarlosWoodie,9942,62,F,F,F
ShirleyConrad,9943,39,F,F,T
TillmanDale,9944,62,T,T,T
LoydVan,9945,34,F,F,F
VernerLlewellyn,9946,57,F,T,T
ChaunceyOrrie,9947,66,F,F,T
BaileyAda,9948,61,T,F,F
MurphyBarnett,9949,65,T,T,T
OrrinHarmon,9950,85,T,F,T
GeneLyle,9951,80,T,F,F
BrownByron,9952,79,T,F,T
GordonGuadalupe,9953,95,F,T,T
RomieRudolph,9954,83,T,F,T
PeteEdwin,9955,73,F,F,F
CasimiroJonah,9956,94,F,T,T
MalcolmAlpha,9957,58,T,F,T
AbelLyman,9958,78,T,T,F
AlferdLafe,9959,58,F,T,F
SimElla,9960,24,T,F,T
ForrestMalachi,9961,24,F,F,T
JonathanAdolphus,9962,87,F,F,F
